description,label
A forest is painted in autumn colors.,landscape
A teacher reading a book.,portrait
An old man leaning on the fence.,portrait
The ocean whispers through the wind.,landscape
a whale swimming in the river,animal
A beautiful dancer smiling in the sun.,portrait
A playful soldier smiling in the sun.,portrait
A student walking in the park.,portrait
A cute dancer reading in a library.,portrait
A dancer holding a cup of coffee.,portrait
The beach is surrounded by wildflowers.,landscape
A smiling woman holding a bunch of flowers.,portrait
a falcon hiding in the bushes,animal
a bear swimming in the river,animal
a balloon floating above the sign,others
The countryside echoes with the sound of birds.,landscape
a chair near the shed,others
A traveler posing beside a statue.,portrait
A snowfield glows under the sunset.,landscape
A beautiful child sitting beside the campfire.,portrait
A charming man sitting beside the campfire.,portrait
A gentle dancer reading in a library.,portrait
a beaver running across the field,animal
A little child smiling at the camera.,portrait
a beaver walking in the forest,animal
a table on top of the shed,others
a dolphin playing with another pig,animal
A snowfield whispers through the wind.,landscape
a frog walking in the forest,animal
A father against the wall.,portrait
A elegant man laughing near the lake.,portrait
A lake sparkles after the rain.,landscape
A stylish teacher reading in a library.,portrait
A joyful teenager painting on a canvas.,portrait
a leaf floating above the building,others
A graceful dancer dancing on the stage.,portrait
a sheep running across the field,animal
A father against the wall.,portrait
A forest sparkles after the rain.,landscape
A meadow is filled with ancient trees.,landscape
a penguin swimming in the river,animal
A innocent girl sitting beside the campfire.,portrait
A cute child painting on a canvas.,portrait
A dancer holding a cup of coffee.,portrait
A forest is filled with ancient trees.,landscape
A cliff stands tall against the sky.,landscape
A beautiful student talking with friends.,portrait
a squirrel drinking water from a pond,animal
a bike hidden behind the sign,others
A stylish kid posing under the moon.,portrait
The jungle is hidden behind the clouds.,landscape
An old man leaning on the fence.,portrait
A meadow is filled with ancient trees.,landscape
a owl hiding in the bushes,animal
The ocean is hidden behind the clouds.,landscape
a camera leaning against the fence,others
a ball leaning against the wall,others
A cliff is painted in autumn colors.,landscape
a drone hidden behind the tower,others
A meadow echoes with the sound of birds.,landscape
a horse running across the field,animal
The jungle is hidden behind the clouds.,landscape
a lamp beside the track,others
A elegant man smiling in the sun.,portrait
a ladder in the plaza,others
a group of whales in the wild,animal
a bird drinking water from a pond,animal
a mouse walking in the forest,animal
A graceful teenager smiling in the sun.,portrait
a cloud floating above the bridge,others
a camera near the sign,others
a koala playing with another alligator,animal
A gentle student reading in a library.,portrait
a drone on top of the fence,others
a motorcycle parked beside the fence,others
A adorable teacher laughing near the lake.,portrait
A gorgeous girl posing beside a statue.,portrait
a bike hidden behind the tower,others
A charming child reading in a library.,portrait
A cheerful artist talking with friends.,portrait
A meadow echoes with the sound of birds.,landscape
a ladder moving through the alley,others
An old man with a backpack on.,portrait
a paper floating above the tower,others
A waterfall is painted in autumn colors.,landscape
a cow standing on the grass,animal
a flag floating above the building,others
A river is bathed in morning light.,landscape
a bike near the bridge,others
a drone leaning against the bridge,others
a hedgehog perched on a branch,animal
a group of chickens in the wild,animal
a giraffe standing on the grass,animal
a camera under the sign,others
A teacher under the street light.,portrait
a parrot drinking water from a pond,animal
a penguin standing on the grass,animal
A desert stands tall against the sky.,landscape
a tiger sleeping under a tree,animal
A forest stretches to the horizon.,landscape
a flag floating above the building,others
a cat sleeping under a tree,animal
a drone under the arch,others
a donkey playing with another duck,animal
A graceful student reading in a library.,portrait
A valley is hidden behind the clouds.,landscape
a table in the mall,others
A playful woman smiling in the sun.,portrait
a taxi parked beside the building,others
a cloud floating above the shed,others
a paper floating above the bridge,others
a drone hidden behind the building,others
A shy soldier watching the sunset.,portrait
A little child sitting on a bench.,portrait
A valley is peaceful and silent.,landscape
a drone in the station,others
a drone leaning against the bridge,others
A meadow is hidden behind the clouds.,landscape
a ladder hidden behind the wall,others
a shadow floating above the shed,others
a leaf floating above the fence,others
A little child with a backpack on.,portrait
a tiger standing on the grass,animal
a camera near the sign,others
a kite floating above the shed,others
A elegant soldier smiling in the sun.,portrait
a turkey sleeping under a tree,animal
A young boy reading a book.,portrait
a tiger perched on a branch,animal
A beautiful photographer climbing a tree.,portrait
a ladder on top of the wall,others
a bike moving through the path,others
a ladder leaning against the statue,others
A shy teenager smiling in the sun.,portrait
a bike leaning against the shed,others
A little child against the wall.,portrait
A smiling woman laughing with friends.,portrait
A forest stands tall against the sky.,landscape
a ladder beside the alley,others
a chair on top of the fence,others
A gorgeous girl reading a book.,portrait
A adorable doctor laughing near the lake.,portrait
a taxi parked beside the arch,others
A cliff is covered with mist.,landscape
A forest is surrounded by wildflowers.,landscape
A adorable girl watching the sunset.,portrait
a drone on top of the fence,others
a horse hiding in the bushes,animal
a drone under the sign,others
a car in the garage,others
A waterfall is peaceful and silent.,landscape
a bike near the statue,others
a ladder on top of the building,others
a peacock walking in the forest,animal
A joyful teacher climbing a tree.,portrait
A shy soldier watching the sunset.,portrait
A stylish girl reading in a library.,portrait
A tall man leaning on the fence.,portrait
a crocodile running across the field,animal
The beach stretches to the horizon.,landscape
A waterfall glows under the sunset.,landscape
A adorable doctor standing under the stars.,portrait
A beautiful woman singing on the rooftop.,portrait
A desert shimmers under the moonlight.,landscape
a pig swimming in the river,animal
The beach is painted in autumn colors.,landscape
A cliff is surrounded by wildflowers.,landscape
a toad running across the field,animal
A smart dancer walking by the river.,portrait
a group of dogs in the wild,animal
A beautiful soldier sitting beside the campfire.,portrait
a parrot drinking water from a pond,animal
a mouse running across the field,animal
An old man smiling at the camera.,portrait
a car moving through the corridor,others
The mountain sparkles after the rain.,landscape
